,covariance,beta1,beta2,p,pca_coef,mismeasured_coef,mismeasured_allvar_coef,mismeasured_avg_coef,true_val_coef,pca_ape,mismeasured_coef_ape,mismeasured_allvar_coef_ape,mismeasured_avg_coef_ape
344,0.25,1.0,10.0,5,1.4206269544390964,2.3706934115059743,1.4024635524626854,1.410987607507261,0.9880217602428151,0.42062695443909637,1.3706934115059743,0.4024635524626854,0.41098760750726093
345,0.25,1.0,10.0,10,1.2306281760898177,2.222395018430609,1.2181863522930658,1.2001381312682768,0.9914508721591754,0.23062817608981767,1.2223950184306092,0.21818635229306582,0.20013813126827684
346,0.25,1.0,10.0,20,1.1833800899432487,2.158209945564074,1.114785700334144,1.1383547679556008,0.9813147549727103,0.18338008994324873,1.158209945564074,0.11478570033414393,0.13835476795560075
347,0.25,1.0,10.0,50,1.0881209197244437,2.2802179781033654,1.056951200537896,1.0621864627071391,1.003141468220138,0.08812091972444369,1.2802179781033654,0.05695120053789604,0.06218646270713912
348,0.25,1.0,100.0,5,5.940202590128033,15.168886965444056,5.573160895992137,5.59277320534358,1.0086032688629762,4.940202590128033,14.168886965444056,4.573160895992137,4.59277320534358
349,0.25,1.0,100.0,10,4.0572187672666615,14.520949501972547,3.623271316407787,3.812151197882809,1.0027378947812777,3.0572187672666615,13.520949501972547,2.623271316407787,2.812151197882809
350,0.25,1.0,100.0,20,2.5684856260470044,14.919985252863974,2.34880366827884,2.2538772923747903,0.9993273792223288,1.5684856260470044,13.919985252863974,1.34880366827884,1.2538772923747903
351,0.25,1.0,100.0,50,2.025903245014051,14.892105164447829,1.8343533456492316,1.6906383731633527,1.020354822610025,1.0259032450140508,13.892105164447829,0.8343533456492316,0.6906383731633527
352,0.25,10.0,0.1,5,9.995292525563626,10.005568238263484,9.999902869521609,9.994773181770476,9.991225630591432,0.0004707474436374426,0.0005568238263483849,9.713047839099432e-06,0.0005226818229523644
353,0.25,10.0,0.1,10,10.002967676709483,10.014453516902702,9.999930960875304,10.002739935357123,9.999097519092018,0.0002967676709483058,0.001445351690270158,6.903912469624629e-06,0.00027399353571233576
354,0.25,10.0,0.1,20,10.010517474519212,10.025081078746425,10.005129786827956,10.01035999567991,10.009115914902583,0.001051747451921159,0.0025081078746424625,0.000512978682795584,0.0010359995679909417
355,0.25,10.0,0.1,50,9.982548395547244,9.997785516406674,9.983804049301515,9.98247912424685,9.981326227996092,0.001745160445275573,0.00022144835933257667,0.0016195950698485006,0.0017520875753149312
356,0.25,10.0,1.0,5,10.044147779602874,10.123488699232917,10.040145015227603,10.043073224948518,9.99749451367639,0.004414777960287353,0.012348869923291695,0.004014501522760306,0.004307322494851817
