economy,series,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
BFA,NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.95231037418,647.64993708343,646.309275000091,666.224316944746,670.850665495522,704.457870218515,774.654486538427,814.790179071446,859.734798552997,910.579949829086,921.93989158583,976.16104269113,1005.42974524315,1072.46739010723,1117.46543171577,1215.57371069015,1291.48551628409,1339.73840062214,1401.95772721485,1411.12752848048,1502.10346982341,1586.5715557449,1619.40001222911,1683.10741055173,1692.30439694524,1713.51937899955,1895.29221999772,2044.38187401171,2171.97396576064,2274.71973639652,
BFA,NY.GNP.PCAP.CD,,,80.0,80.0,80.0,80.0,80.0,90.0,90.0,90.0,90.0,90.0,90.0,110.0,140.0,160.0,170.0,170.0,200.0,250.0,300.0,300.0,280.0,240.0,210.0,210.0,240.0,270.0,330.0,330.0,330.0,360.0,320.0,280.0,230.0,230.0,250.0,250.0,250.0,270.0,270.0,280.0,270.0,320.0,390.0,460.0,490.0,510.0,570.0,610.0,650.0,680.0,730.0,770.0,760.0,700.0,680.0,670.0,750.0,780.0,
BFA,NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.0,650.0,640.0,660.0,670.0,700.0,780.0,810.0,860.0,910.0,920.0,970.0,1000.0,1060.0,1110.0,1200.0,1290.0,1340.0,1400.0,1390.0,1460.0,1520.0,1580.0,1640.0,1620.0,1640.0,1810.0,1970.0,2080.0,2180.0,
BFA,SH.XPD.GHED.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.58329773,33.63924408,35.60902023,31.18563652,40.3057785,30.94970894,31.69763947,27.36342812,29.28507042,32.30834961,24.93154144,28.95878601,23.12789345,28.98208809,32.53527451,28.37508011,40.0837326,43.30178452,42.50740814,,
BFA,SI.POV.DDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.2,,,,81.6,,,,,57.4,,,,,,55.4,,,,,43.8,,,,,,
BFA,SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.6,,,,43.1,,,,,23.8,,,,,,20.1,,,,,11.2,,,,,,
BFA,SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4,,
BFA,SI.SPR.PC40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFA,SI.SPR.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFA,SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2530.63560825457,2486.4166957573,2520.16845946591,2498.40097293188,2581.41971999326,2809.01859350219,2923.72250685282,3069.2900184107,3227.59531932868,3217.69577771717,3366.21970346775,3445.18169068825,3639.81086180791,3745.60194991454,4009.59696165789,4163.02790747791,4229.47135835591,4395.64966190492,4459.5473138315,4758.67213720475,5003.19463973533,5253.1375922662,5484.00854968996,5644.27586807464,5650.08290508755,5769.98356973817,5904.63415469763,6074.91580102925,6211.58357051487,
BFA,SP.DYN.LE00.IN,34.432,34.897,35.369,35.847,36.331,36.815,37.291,37.754,38.207,38.652,39.095,39.542,40.003,40.493,41.025,41.63,42.343,43.166,44.081,45.06,46.049,46.984,47.81,48.486,48.992,49.323,49.492,49.55,49.545,49.505,49.454,49.409,49.374,49.36,49.38,49.445,49.557,49.713,49.914,50.168,50.489,50.893,51.384,51.956,52.602,53.31,54.063,54.841,55.618,56.377,57.096,57.761,58.374,58.937,59.45,59.919,60.354,60.768,61.174,61.577,
BGD,FI.RES.TOTL.CD,,,,,,,,,,,,,270471434.777886,143195868.268889,138200000.0,148263262.412567,288917105.667086,241498645.519865,321264479.580148,413645589.087291,331184644.40916,159682645.465368,208528928.652138,545881210.093418,408085833.850912,356198543.655536,434858727.396683,876251489.007675,1076508569.83226,532096252.28796,659565596.029364,1307945065.4143,1853480850.25527,2446571611.35799,3174800835.43058,2376175210.15567,1869479672.24747,1610776837.04072,1935771266.13791,1634375949.12566,1515788656.4122,1305630681.37667,1721734791.67036,2624623706.05726,3221759632.85791,2825004863.68236,3877163419.29565,5277479281.25889,5787356027.0945,10341543873.7537,11174828666.9521,9174749651.12681,12754226899.6072,18087689200.062,22319788312.4797,27493077971.9949,32283838538.9037,33431482893.1712,32028383716.5949,32696936140.2925,
BGD,NY.GDP.PCAP.CD,89.0352412832723,97.5952739108149,100.12211579079,101.901414464052,100.221113507985,106.64664823646,112.665358839312,122.870630560939,122.847593497904,135.147381311241,140.002714037943,133.551423017287,94.3816784627895,119.559743375323,182.019989366781,277.570640891354,141.197168777034,131.373243400085,176.03394976502,200.769664090984,227.751946526218,247.649619808649,220.718810111852,204.417678191801,213.996657932288,245.453904178514,233.658047126004,253.974463110316,270.69960091549,285.829214029315,306.268703808998,293.160415517259,293.644998454252,300.555753175017,299.533039744954,329.424084643072,394.717475124248,401.498690814146,407.429186160797,409.543196853608,418.068968311378,415.034426620147,413.080254575162,446.310659190362,475.291919786935,499.461940239156,509.640142873216,558.051860266708,634.987056467494,702.264410019296,781.153593557047,861.758444349051,883.105000541313,981.839879150399,1118.8536634927,1248.45339778371,1401.62062821515,1563.91369862485,1698.35039428122,1855.73982408046,
BGD,NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850.505145162814,888.997510869191,937.573222594044,983.451280402914,1021.43109802513,1073.10439379196,1118.10107823243,1163.61734470825,1212.1882541056,1261.34465842112,1331.5485120908,1403.12629396308,1453.2621585652,1523.79742154496,1620.42501764464,1753.87460805199,1901.71652523808,2065.15484568738,2206.51032487304,2309.56360575548,2439.06967674104,2620.82248355375,2937.58845156683,3143.51835686654,3367.99552513598,3555.50551000354,3849.11143113288,4161.08971339052,4549.61764626729,4964.09138891893,
BGD,NY.GNP.PCAP.CD,,,,,,,,,,,,,,120.0,160.0,210.0,200.0,170.0,170.0,190.0,230.0,260.0,250.0,230.0,220.0,230.0,250.0,280.0,290.0,300.0,320.0,320.0,330.0,320.0,320.0,340.0,370.0,400.0,420.0,420.0,440.0,440.0,440.0,460.0,510.0,550.0,570.0,610.0,660.0,730.0,800.0,890.0,970.0,1040.0,1110.0,1220.0,1370.0,1520.0,1750.0,1940.0,
BGD,NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870.0,910.0,960.0,1010.0,1050.0,1100.0,1150.0,1200.0,1250.0,1300.0,1370.0,1450.0,1510.0,1590.0,1690.0,1830.0,2010.0,2200.0,2380.0,2490.0,2640.0,2830.0,3190.0,3400.0,3590.0,3790.0,4070.0,4340.0,4760.0,5200.0,
BGD,SH.XPD.GHED.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.69051743,22.07117844,24.71072578,25.00970459,24.43157959,22.1964798,23.08750534,22.87058258,21.33563423,20.35685921,21.02813721,20.92262268,20.47002983,19.73048019,19.03475761,17.63069725,16.41582489,16.68619728,16.97912025,,
BGD,SI.POV.DDAY,,,,,,,,,,,,,,,,,,,,,,,,38.8,,34.2,,,43.2,,,43.5,,,,35.0,,,,,34.2,,,,,25.1,,,,,19.2,,,,,,14.3,,,,
BGD,SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,9.8,,7.3,,,11.0,,,11.1,,,,8.0,,,,,7.8,,,,,4.9,,,,,3.5,,,,,,2.6,,,,
BGD,SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9,,,,,40.0,,,,,31.5,,,,,,24.3,,,,
BGD,SI.SPR.PC40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD,SI.SPR.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD,SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4656.40799528305,4769.85270913286,4851.05684426498,4891.79837520984,4988.78782329493,5068.24769781967,5152.77574089232,5274.14512716193,5375.36395338892,5512.30973873997,5663.83431342337,5756.0565091254,5901.99023448861,6063.88749073354,6313.43311433733,6566.57938036136,6931.60159469385,7256.05785430446,7552.44284407616,7709.72561040085,8084.35954129738,8485.93591399753,8867.26037397495,9230.90167433075,9660.10800034852,10165.1828302862,10299.1202402215,10877.4094351538,11535.0293388187,
BGD,SP.DYN.LE00.IN,45.379,45.97,46.557,47.126,47.649,48.05,48.236,48.176,47.888,47.432,46.942,46.589,46.507,46.773,47.396,48.313,49.402,50.498,51.473,52.277,52.9,53.376,53.794,54.225,54.693,55.21,55.772,56.359,56.958,57.571,58.21,58.891,59.618,60.388,61.19,62.002,62.798,63.553,64.25,64.881,65.447,65.956,66.43,66.886,67.331,67.773,68.213,68.648,69.072,69.485,69.881,70.256,70.606,70.93,71.231,71.514,71.785,72.052,72.32,72.591,
BGR,FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670207829.90459,1241109201.35232,1052450306.21187,1396927155.27122,1635187896.10957,864262294.007178,2485359967.63859,3056953865.99045,3264673603.2394,3507198891.18447,3646131847.83262,4846429934.1631,6825720112.56369,9337108132.85169,8697081081.81402,11756001867.2857,17544560019.9979,17930378434.4521,18522121029.1316,17223204558.801,17215731650.4487,20507099695.0265,19883353048.1463,20129698078.3467,22153050488.9051,25176065815.9197,28375830876.2926,28711039864.6649,27901750798.6159,
BGR,NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,2238.80295786574,2234.81481573125,2169.00401089683,1852.81343442802,1963.57267618274,1914.55064658793,2260.4272811545,3132.30136036246,2511.39306259489,2477.0208179596,2366.52982128614,1267.73437541485,1211.98087810931,1278.24717346108,1148.4943993817,2258.28601787597,1470.10370331004,1361.3923860059,1820.40509424896,1659.71834595525,1621.24296080247,1770.91353394746,2092.95769387611,2719.49765607059,3389.70704883102,3899.90763774017,4523.0508329806,5885.10434781837,7265.73549682997,6988.23332468094,6812.40633845402,7809.42506245471,7395.84980340721,7655.12970759319,7876.86646539994,7055.93567291245,7548.85500737534,8334.08172775332,9427.73043039881,9828.14851478139,
BGR,NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7532.98417082485,7200.99825468641,6903.21739951433,7017.92747474456,7322.92342531198,7724.25711019554,6831.99424443104,5748.4193421603,6177.42265961447,5807.81396486046,6424.75575422061,6961.97276833489,7786.41700228371,8408.3560217176,9193.83105986015,10291.4533855198,11392.8766197617,12795.8412484357,14335.6690235298,14191.5715073501,14879.2670141409,15667.3081208607,16247.4904781752,16588.9333463683,17561.382132399,18343.1107773187,20019.5912818443,21455.5643632836,23634.1733970566,25312.0802278685,
BGR,NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,2360.0,2090.0,2010.0,1950.0,2190.0,2720.0,3110.0,2830.0,2250.0,1620.0,1430.0,1250.0,1240.0,1520.0,1590.0,1460.0,1440.0,1480.0,1660.0,1770.0,1970.0,2370.0,3060.0,3800.0,4300.0,4810.0,6070.0,6670.0,6940.0,7220.0,7440.0,7590.0,7740.0,7450.0,7430.0,7640.0,8560.0,9570.0,
BGR,NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6940.0,6470.0,6790.0,6890.0,7180.0,7550.0,6610.0,5570.0,6060.0,5730.0,6270.0,6970.0,7950.0,8550.0,9300.0,10320.0,11110.0,11860.0,13650.0,13740.0,14570.0,15170.0,16030.0,16220.0,17410.0,17770.0,19400.0,20930.0,22890.0,24900.0,
BGR,SH.XPD.GHED.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.55728912,56.07350922,59.33761597,60.71678543,59.42908096,59.572052,55.67277145,55.74913025,55.3944397,53.80400848,55.24332428,54.13435745,50.79977417,56.56290817,58.23860168,55.89730072,55.13334274,54.53628922,57.6365242,,
BGR,SI.POV.DDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,1.8,1.2,1.3,2.0,2.4,2.2,1.8,1.6,3.4,1.9,1.4,0.9,,
BGR,SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,0.7,0.4,0.3,0.7,1.0,0.8,0.7,0.5,1.4,0.7,0.4,0.2,,
BGR,SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8,
BGR,SI.SPR.PC40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.28,,,9.78,,
BGR,SI.SPR.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.22,,,23.75,,
BGR,SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28034.840834814,26109.2606617291,26221.424011929,27077.0178221609,28283.7608977151,30223.3979847524,26405.695882104,27619.2889514193,26436.9140678709,29035.7434436282,30891.9594652699,32843.6920567718,33465.8656868738,34502.0046639711,36803.4695875925,37615.7890259128,38369.4162057027,39449.0904960614,39443.1619376763,42216.9642865946,44778.5595621905,45330.3362970188,45482.9414440077,45647.9456926501,46647.8216498207,48617.3316152035,48189.8730676981,49623.1001237363,50175.5040393751,
BGR,SP.DYN.LE00.IN,69.2475609756098,70.1956097560976,69.4919512195122,70.3092682926829,71.1212195121951,71.2939024390244,71.2234146341464,70.4139024390244,71.2251219512195,70.43,71.2563414634146,70.8736585365854,70.899512195122,71.3421951219512,71.2080487804878,71.049756097561,71.3948780487805,70.8160975609756,71.1846341463415,71.3082926829268,71.1575609756098,71.5719512195122,71.1860975609756,71.3863414634146,71.499756097561,71.2280487804878,71.7307317073171,71.5268292682927,71.6043902439024,71.7224390243903,71.6414634146342,71.5609756097561,71.4943902439024,71.3468292682927,71.2087804878049,71.0534146341463,70.8973170731707,70.3512195121951,71.0609756097561,71.4121951219512,71.6634146341463,71.7682926829268,71.8658536585366,72.0658536585366,72.5634146341463,72.5609756097561,72.6121951219512,72.6634146341463,72.9634146341463,73.4121951219512,73.5121951219512,74.1634146341463,74.3146341463415,74.8609756097561,74.4658536585366,74.6146341463415,74.8121951219512,74.8146341463415,74.9634146341464,74.9146341463415,
BHR,FI.RES.TOTL.CD,,,,,,22700000.0,21545600.0,28342400.0,51630300.0,67942400.0,71656690.0,96340310.0,98895593.4723569,90619113.4453415,175720924.294449,310517289.762801,456619581.369459,528660973.356273,527347411.354709,690672790.518466,1041823487.37737,1603748400.16345,1603323223.25702,1483581781.69414,1348689378.04276,1708764499.12127,1548021883.66176,1221128525.51462,1313227478.60344,1110178756.53797,1292613497.46056,1567656863.35093,1448449006.73065,1360774758.84121,1227157593.41565,1337941165.96901,1373829388.7828,1333801422.74692,1122372720.21103,1412574532.29933,1605306697.72147,1725453561.44655,1777159820.10789,1840973997.58307,2006203184.74825,2051923931.62393,2895643505.16612,4342187749.57618,4050919098.60005,4008299045.06264,5299463737.03106,4774194828.72022,5454261306.9061,5527718440.19013,6229406002.51976,3546207932.19981,2611989314.00794,2823123079.34137,2334278370.00967,3902650742.43906,
BHR,NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,8537.92937933215,9269.26961652991,9446.15800194601,9421.2856547764,9590.73020168943,8706.76660148502,7041.60195861695,7555.10046448055,7958.74792458539,8030.90465921389,8528.98333446095,9055.67993615686,9082.75853260694,9698.18906295446,10130.5052329617,10376.9717049211,10544.7035702291,10672.166005162,10076.2206220379,10401.5458114095,13636.3962320368,12868.269156127,13049.8032204458,14222.0367965749,15846.5441389804,17959.2554402285,19307.609663318,20976.5435328438,23066.5337586893,19355.9046720264,20722.1372891347,22514.2379458146,23654.3513912828,24744.296958551,24989.4001204704,22634.118645445,22608.484275925,23742.9850166355,23991.05667694,23503.977126673,
BHR,NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26875.5966984858,30066.2630830926,31972.8907300901,36038.6315438943,35822.7573916555,37059.5152229699,38272.7883650202,39039.63475014,40104.8450975456,40910.6531106469,42181.842575706,42094.8831532141,41932.2413139236,42860.4822229522,44185.4450311188,45400.4952818813,46200.8768896083,47533.0885815341,47847.7869513782,46498.8041660429,46873.0988793635,47377.5724439003,50675.582035476,51494.4117178119,51101.9005266201,45575.8500160498,44769.0337127306,47709.8738136618,47353.1183775409,47002.5493359525,
BHR,NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,8520.0,9150.0,9310.0,7900.0,7230.0,7700.0,7800.0,7660.0,9070.0,9800.0,9890.0,10030.0,9680.0,10380.0,10790.0,10310.0,10070.0,9870.0,10940.0,11500.0,12060.0,12940.0,14570.0,16550.0,17890.0,19660.0,20860.0,18830.0,18970.0,18160.0,22010.0,23790.0,24070.0,22580.0,21570.0,21250.0,21910.0,22110.0,
BHR,NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28280.0,31310.0,32190.0,34690.0,34260.0,36690.0,38110.0,37590.0,39050.0,39240.0,41140.0,40590.0,39640.0,40950.0,42250.0,44230.0,45240.0,46880.0,46130.0,41630.0,42550.0,41180.0,49020.0,49600.0,48600.0,43030.0,42280.0,45030.0,44740.0,44250.0,
BHR,SH.XPD.GHED.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.03279114,66.88708496,66.71940613,62.43166351,64.97053528,67.61737823,68.94334412,65.51988983,66.06523132,63.9039917,62.96856308,62.53778839,65.34840393,65.18132782,65.06402588,64.88478851,61.36419678,57.97850037,58.83235168,,
BHR,SI.POV.DDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHR,SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHR,SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHR,SI.SPR.PC40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHR,SI.SPR.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHR,SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96676.8948129052,99671.3532682432,108397.163191185,104033.015939492,104040.409915089,105744.273265152,106098.132578968,107715.76764191,108076.805231846,108536.639249289,104302.541057916,100420.546193644,98598.2797061353,96706.7672979293,94146.7492551827,90652.2638462955,88529.9983494779,85266.3226694757,80284.8541178762,78386.4065937037,78565.026426372,80120.980426189,83604.4766700442,86007.1538772688,85974.6599940993,84727.3942311781,83174.1565657275,79447.8431694978,76444.5910086124,
BHR,SP.DYN.LE00.IN,51.869,53.235,54.59,55.911,57.182,58.388,59.524,60.596,61.609,62.56,63.449,64.275,65.042,65.757,66.421,67.04,67.616,68.152,68.651,69.117,69.55,69.951,70.317,70.651,70.957,71.237,71.496,71.736,71.962,72.178,72.39,72.598,72.803,73.006,73.209,73.413,73.619,73.826,74.033,74.239,74.44,74.635,74.822,74.999,75.167,75.326,75.478,75.625,75.77,75.913,76.057,76.2,76.342,76.484,76.624,76.762,76.899,77.032,77.163,77.292,
BHS,FI.RES.TOTL.CD,,,,,,,,,44400000.0,26070000.0,21680000.0,29500000.0,37060000.0,43150000.0,49791749.3585898,53283293.0695293,47419157.5627205,68502133.002373,61011359.6371956,86298283.6251967,92269277.8802252,100205503.194829,113488532.440932,121973941.278934,161141024.7222,182475237.258348,231498467.823811,170115271.744528,172036083.486967,146838360.448918,158165375.368113,181313537.598879,155332535.372008,172283366.874487,176619981.956283,179199375.081757,171391392.400695,227046333.545615,346518164.92189,410499712.197927,349644583.160698,319252843.728164,380645829.417907,491108558.163103,674401942.812061,586297936.226167,461331327.062986,464482895.393893,567909087.744537,1009823819.80338,1044153800.49774,1070217424.65299,846941347.75579,807408405.007461,874337064.77897,895475136.251959,1001933945.18353,1413972940.85571,1345344674.14449,1757782753.50028,
BHS,NY.GDP.PCAP.CD,1550.23939204838,1651.28898476982,1752.85448101663,1867.02501228387,1994.38083200582,2144.7544025214,2322.68994821768,2556.65101842073,2804.33387615547,3215.09517923126,3178.84455205025,3297.50588018794,3322.16387617645,3696.07254416942,3416.1624891962,3156.23411824496,3328.51240740453,3617.43471621149,4131.46844816804,5533.43997592046,6340.72681168711,6624.838616795,7168.09577444319,7698.45924188303,8877.31979836728,9893.08417669176,10344.4524866432,11156.2820886994,11387.709081798,12163.6813608069,12356.4238963715,11919.7878992215,11686.6958113589,11406.6898096057,11814.5631983063,12238.3862033521,12708.730958032,22036.4841069328,23514.4203140432,26130.1018152634,27097.6108115725,27486.2367737544,28866.8010141065,28327.2708691945,28395.9246646221,30278.3669222647,30713.7052801382,31472.09897181,30627.2386311725,28552.1904783698,28443.4076553352,28006.3797183913,29485.6209294138,28783.5541223636,29980.0611386466,31295.0620781067,31562.6397411168,32718.6381008013,33767.5033710196,34863.7420984795,
BHS,NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21497.1554068144,20904.378942762,20174.7312207577,20331.1183450927,21048.2164722959,22083.251819061,23124.2459623412,23725.7653165174,24844.2648472298,26685.4272481873,28033.6844657628,28956.9495224663,29715.460962106,29362.6140772571,29869.3684009328,31260.7733458073,32401.588491035,33117.4705371396,32373.4588434814,30728.5238352345,31090.1140862815,31522.6050264014,32216.4319722829,31872.4900005633,33154.0049145014,33423.7087414326,34154.2584603014,36297.3070225153,37921.3111566006,38742.5457547658,
BHS,NY.GNP.PCAP.CD,,,1550.0,1650.0,1760.0,1900.0,2040.0,2230.0,2450.0,2760.0,2920.0,3110.0,3190.0,3740.0,3840.0,4640.0,3120.0,3360.0,3720.0,5200.0,6050.0,5790.0,6360.0,6640.0,7700.0,8510.0,9400.0,10800.0,11710.0,12440.0,11870.0,11330.0,11550.0,11310.0,11600.0,14260.0,15930.0,14650.0,17630.0,24190.0,25940.0,26560.0,27190.0,27760.0,29270.0,30570.0,30760.0,31090.0,30960.0,29010.0,28360.0,28030.0,29020.0,28440.0,28000.0,28400.0,29210.0,30900.0,31990.0,33460.0,
BHS,NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20810.0,20200.0,19860.0,19840.0,20530.0,23790.0,26180.0,23160.0,24130.0,26250.0,27550.0,28270.0,29110.0,28860.0,29410.0,30690.0,31710.0,32400.0,32190.0,30300.0,30460.0,30940.0,31880.0,31770.0,31850.0,32270.0,32890.0,35250.0,35930.0,37420.0,
BHS,SH.XPD.GHED.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.57864761,39.90871811,39.59148407,40.5092392,39.83108521,39.37672424,38.45758057,40.03848267,42.86437225,45.56985092,45.07131958,44.60736084,43.497715,45.63111496,44.95444489,44.35163116,48.65687943,55.59007645,50.21815872,,
BHS,SI.POV.DDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHS,SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHS,SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHS,SI.SPR.PC40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHS,SI.SPR.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHS,SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82328.4508909822,79035.6070897125,75181.0532388089,76411.4307258031,75399.6520444043,77896.8118052731,76665.3847557745,76992.7530803848,80796.6807931845,82419.8634403602,82429.9556740321,84799.2908039189,83671.2381820439,82157.3626781744,83267.1129959159,80887.6756211052,80503.0053468829,77236.4717784708,77680.9928475031,77404.4340730476,76578.1379620831,76951.5594907258,75319.6101942504,72596.7821272819,69982.1598086595,70236.1556919872,68966.2021083821,70159.895964253,70047.3700560308,
BHS,SP.DYN.LE00.IN,64.74,64.885,65.011,65.121,65.219,65.31,65.402,65.499,65.607,65.73,65.87,66.031,66.209,66.397,66.593,66.785,66.962,67.118,67.253,67.372,67.488,67.615,67.769,67.962,68.196,68.474,68.793,69.139,69.496,69.854,70.199,70.518,70.807,71.061,71.276,71.451,71.589,71.698,71.786,71.858,71.914,71.954,71.977,71.986,71.988,71.987,71.988,71.998,72.022,72.067,72.144,72.263,72.424,72.62,72.847,73.088,73.329,73.554,73.752,73.918,
BIH,FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80406088.8620727,174530374.663959,452403157.491563,496626475.424899,1233132927.04398,1336266925.26078,1813519793.37355,2427266571.09408,2547614646.93943,3671010361.24337,5041780928.68635,4479825860.3902,4575111866.53329,4411161779.56729,4247540639.15232,4389987070.5025,4984005030.66019,4860208933.35914,4790984890.64006,5136418168.10228,6473729518.60968,6808433501.27296,7207699940.37337,
BIH,NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.013035138564,487.476777199737,740.098506846976,982.801849065598,1102.39098330014,1251.74726073687,1467.77647716048,1530.81481604112,1769.19982792241,2224.7458643849,2814.9998948741,2980.60210893151,3416.51059575811,4193.3736517833,5090.93234464687,4714.7024950516,4635.51777931783,5092.55194328895,4778.63608845506,5131.39450642932,5329.63504488766,4727.27771157479,4994.68314045091,5394.59122017677,6072.18462285304,6108.51069581338,
BIH,NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953.18822849271,1208.59203643049,2365.4663521747,3258.30019358314,3810.75635829185,4226.68486300024,4549.32962366462,4751.16113277489,5136.52706168551,5373.58091991907,6201.10791309344,6479.66442821194,7404.11097475502,8186.58006105243,9028.80183779426,9035.28116803125,9355.44237531214,9976.45426287902,10304.0791254154,11016.5386621544,11433.2224926214,12010.715867216,13072.11678878,13797.790217834,15387.584281639,16288.8302196838,
BIH,NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,1010.0,1330.0,1400.0,1490.0,1600.0,1770.0,2040.0,2590.0,3180.0,3510.0,3920.0,4730.0,4970.0,4960.0,5010.0,4990.0,5270.0,5300.0,5210.0,5130.0,5140.0,5770.0,6170.0,
