economy,series,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
MMR,FI.RES.TOTL.CD,121690000.0,94990000.0,154184000.0,184796000.0,214887632.0,180797632.0,184364834.0,155498720.0,169002340.0,129698720.0,98344618.0,75767501.6955577,60969731.7258583,114339486.714144,219574804.277472,160822338.669664,145252969.495335,140482275.25155,150230451.908273,331879514.418418,408656873.901072,328874524.865822,219116064.039737,185192900.515479,139557416.509878,116064368.365554,131294080.0,148847786.106768,180489369.579201,364109432.186506,409508688.053947,347210276.028551,363826150.051563,401045513.074261,518318937.804362,650646171.556573,314633168.954549,316969699.333407,381515598.648807,332626824.837735,286495285.090852,464440901.130051,549300678.504307,646775820.680025,773487465.912112,889437362.736186,1382707355.35429,3283726256.68998,3920716171.43089,5505842339.24314,6045321166.89603,7361702603.01112,7352900705.37492,8835555373.11893,4509489138.8808,4598610942.14029,4886384703.75254,5213962530.80223,5646407387.45813,5824261144.05248,
MMR,NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.606231910312,137.16832669199,142.082265230195,217.390418948114,217.594282612061,244.88234994012,294.163181308112,406.728689152252,638.149059869843,734.44600674882,979.051630004942,1176.24245336109,1165.79432896131,1162.33144011893,1251.82076450814,1287.43048657119,1266.54633814868,1291.54241301307,1418.17762347196,1407.81314341043,
MMR,NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.334002043091,431.069018324042,477.654821924349,512.599476643982,556.296043599529,600.253425998599,642.566001306826,681.768463914404,720.540883096322,800.940080027091,920.664746568338,1036.37818347289,1167.57792807475,1341.34055324333,1550.91281503736,1801.91937614732,2084.24964432705,2381.40610256698,2660.17781598392,2944.33317172178,3243.00048853909,3469.13922083925,3727.14206290317,4016.31669271271,4245.8070401422,4416.54673194062,4492.01832112613,4739.91011751543,5151.69181717021,5369.7074947396,
MMR,NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0,180.0,220.0,270.0,290.0,350.0,470.0,640.0,850.0,1010.0,1130.0,1220.0,1230.0,1260.0,1280.0,1290.0,1370.0,1390.0,
MMR,NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.0,430.0,480.0,510.0,560.0,600.0,640.0,680.0,720.0,800.0,920.0,1040.0,1170.0,1340.0,1550.0,1800.0,2080.0,2380.0,2660.0,2940.0,3240.0,3470.0,3580.0,3890.0,4080.0,4280.0,4370.0,4600.0,4970.0,5170.0,
MMR,SH.XPD.GHED.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.15911674,11.26913166,13.91563702,10.20589352,10.88051987,7.29122162,11.94776058,10.04284286,8.10600185,8.66210079,9.8407793,11.95902157,17.21872711,18.87417793,24.1849556,21.99240685,13.98528099,14.79479027,14.82879353,,
MMR,SI.POV.DDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,1.4,,,
MMR,SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,0.2,,,
MMR,SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2,,,,,42.2,,,,,32.1,,24.8,,,
MMR,SI.SPR.PC40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMR,SI.SPR.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMR,SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299.82567877487,1402.91347201672,1463.35275831574,1547.30329953922,1626.21873943149,1700.23630029336,1763.0547267741,1832.81858832702,2004.07815195033,2252.59237870454,2485.69461121964,2763.70621564259,3129.29438393864,3537.42674694274,4003.09146695592,4517.9650954278,5048.99119071657,5551.40870943895,6124.54164380498,6688.98827595977,6997.66001780075,7446.03263674141,8006.34920278788,8571.21723097155,9090.66052741552,9773.23352208783,10583.8289440645,11034.6352327134,11546.8776418264,
MMR,SP.DYN.LE00.IN,42.381,42.961,43.567,44.215,44.907,45.63,46.357,47.055,47.698,48.279,48.796,49.258,49.686,50.098,50.503,50.907,51.312,51.714,52.113,52.511,52.91,53.315,53.726,54.14,54.556,54.97,55.375,55.768,56.144,56.505,56.849,57.18,57.504,57.823,58.141,58.46,58.78,59.101,59.422,59.744,60.063,60.377,60.685,60.989,61.294,61.607,61.938,62.294,62.678,63.089,63.525,63.983,64.453,64.921,65.378,65.81,66.205,66.558,66.867,67.134,
MNE,FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688838319.209949,435670237.195004,572613016.575366,556155216.851418,392694640.34694,458665566.358864,584226067.490929,662577199.573483,681861484.742073,793838337.206649,1016162256.68628,1202486372.13988,1529177036.35033,
MNE,NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627.07263304394,1909.59870186179,2106.6350684523,2789.15906483509,3380.16512135859,3674.6179242797,4425.67887307803,5976.39414454596,7367.75190910882,6727.10776676969,6688.31859841187,7329.02606278467,6586.45675645441,7186.81926242698,7378.04440441034,6514.56918801822,7028.66345418521,7784.08791153906,8846.05652531746,8910.49593423682,
MNE,NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6004.40294521435,6773.19696044731,7100.2982332195,7333.33278757031,7835.75936727885,8313.65870253969,10444.7574795869,12444.2247131872,13816.5250006873,13031.708914681,13646.4721838325,14472.4255140477,13863.9654218726,14870.1718007248,15371.1846293801,16332.7898998369,18199.3302901165,19745.1129811527,22227.3079198329,24040.1170028702,
MNE,NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970.0,2440.0,3100.0,3660.0,4320.0,5120.0,6470.0,6740.0,6920.0,7260.0,7000.0,7330.0,7320.0,7250.0,7090.0,7400.0,8430.0,9060.0,
MNE,NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6310.0,7110.0,7500.0,7760.0,8240.0,8410.0,10620.0,12590.0,14020.0,13050.0,13550.0,14590.0,14100.0,15160.0,15580.0,16690.0,18360.0,20150.0,22490.0,24120.0,
MNE,SH.XPD.GHED.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.01482773,,
MNE,SI.POV.DDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,3.2,1.7,1.4,2.5,,,,
MNE,SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.0,0.4,0.3,1.5,,,,
MNE,SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2,24.1,24.4,24.0,23.6,23.8,24.5,,
MNE,SI.SPR.PC40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84,,,,6.18,,,,
MNE,SI.SPR.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.48,,,,15.26,,,,
MNE,SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47124.717209637,49619.5758453715,44900.1110649843,46360.3544758349,46678.4449457365,47474.978233331,48453.3556762859,50441.2883406812,52315.3612570485,52254.5129145442,52024.6436653516,53926.8798109655,51886.530985868,53480.9940169733,55109.1289623924,52291.2472457099,53654.8928392685,51188.4739865057,51572.3219351909,52635.8900523905,53961.3110094186,54955.5080279466,56012.378345897,
MNE,SP.DYN.LE00.IN,63.82,64.508,65.181,65.827,66.438,67.022,67.593,68.169,68.756,69.348,69.929,70.476,70.968,71.392,71.748,72.041,72.286,72.504,72.714,72.922,73.13,73.334,73.524,73.693,73.843,73.981,74.116,74.255,74.395,74.526,74.627,74.669,74.634,74.519,74.334,74.099,73.845,73.607,73.416,73.287,73.228,73.233,73.285,73.37,73.486,73.642,73.85,74.115,74.43,74.784,75.151,75.505,75.823,76.089,76.297,76.452,76.568,76.667,76.77,76.884,
MNG,FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22824548.3531254,66017364.3594011,94180773.0384465,157522372.510162,160999006.274912,200365024.520306,103157873.516093,136907231.881884,202077115.561911,206545596.96037,267337072.582122,203558127.168395,207833968.241407,333150649.734728,719617928.6269,1001846766.06474,656677378.546504,1327038037.27796,2287769451.70851,2447811909.14304,4126178220.74685,2247857971.80285,1651790999.36218,1322495172.72512,1304118724.0909,3016698322.0815,3549666961.87949,4363699115.81581,
MNG,NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,1332.64056303091,1435.7670965977,1495.01574872825,1121.66416366931,1137.69035387727,1465.44766087641,1485.53889553366,1533.44430540369,1670.69052891368,1172.4430658221,1072.63631881436,587.303231720938,339.522087073079,405.974837837789,631.920090007225,580.910844127533,505.594473873314,477.334734061521,444.995145107339,474.216896516578,524.055307892296,571.592639528766,646.193256289382,797.978685268444,998.831364810828,1334.21168135831,1632.72695225898,2136.56321364601,1714.36054504148,2643.29291416763,3757.5586328813,4351.88692005651,4366.07590145025,4158.52571473091,3918.57917389553,3660.15074616061,3669.4175404033,4134.98719823511,4339.84327925027,
MNG,NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3346.56935939715,3110.86663820839,2854.32454177427,2804.74389560736,2903.59175195448,3129.43178421642,3231.87370092155,3387.68452094048,3510.28160054374,3638.53952542037,3729.24994454694,3887.62685149166,4095.9397085061,4418.14379369236,4963.62369205689,5424.240853644,5989.65530321546,6689.45971302417,7319.09967332571,7167.24142825706,7581.56339594465,8912.85730530754,10227.5266538782,10549.8591081273,11056.3098094418,10767.1331989466,10742.6530924885,11311.7938212007,12205.8430364275,12861.8365587725,
MNG,NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,1440.0,1320.0,1230.0,1350.0,1520.0,1690.0,1590.0,1430.0,1200.0,810.0,510.0,430.0,460.0,550.0,580.0,520.0,480.0,470.0,480.0,530.0,610.0,760.0,900.0,1120.0,1410.0,1800.0,1790.0,2000.0,2590.0,3650.0,4330.0,4210.0,3820.0,3500.0,3230.0,3630.0,3790.0,
MNG,NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3290.0,3100.0,2800.0,2710.0,2840.0,3070.0,3200.0,3350.0,3510.0,3640.0,3710.0,3880.0,4080.0,4390.0,4940.0,5310.0,5910.0,6540.0,7090.0,6860.0,6970.0,8180.0,9440.0,9950.0,10160.0,9880.0,9860.0,9720.0,10950.0,11420.0,
MNG,SH.XPD.GHED.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.27997589,69.25334167,68.76264191,67.93166351,63.8924408,60.51927185,66.44078064,70.71640778,70.62197876,69.54905701,65.3796463,59.44941711,60.75428772,55.60426712,56.62594604,56.37314224,59.33837891,61.68830872,58.68032455,,
MNG,SI.POV.DDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,,,24.4,,,,9.5,,,,,1.2,,,0.7,0.5,0.4,,0.2,,0.5,,0.5,,
MNG,SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,7.2,,,,2.1,,,,,0.2,,,0.1,0.1,0.1,,0.0,,0.1,,0.1,,
MNG,SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8,33.7,27.4,,21.6,,29.6,,28.4,,
MNG,SI.SPR.PC40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,4.76,,
MNG,SI.SPR.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.92,,,,,,,9.42,,
MNG,SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13866.0886279702,12191.4488812398,11516.2621742222,11531.3400724594,12068.8313064104,12037.3797217924,12241.2779174833,12385.2772919525,12480.6059378104,12288.8441706693,12337.4492743388,12601.7358912554,13237.9039392904,14349.010038858,15048.5522503834,15992.4525166055,17297.6347664739,18147.6484840232,17620.3325631349,18584.5212985866,20704.7666450234,22942.6960395524,25138.7718394121,26721.7694817564,26990.3350841878,28188.4669828842,28784.5346108017,29902.9682355962,29853.0533508848,
MNG,SP.DYN.LE00.IN,48.392,49.304,50.185,51.012,51.771,52.461,53.098,53.702,54.285,54.845,55.364,55.819,56.192,56.477,56.676,56.796,56.848,56.86,56.861,56.875,56.936,57.074,57.295,57.595,57.968,58.392,58.836,59.266,59.655,59.992,60.268,60.486,60.67,60.841,61.015,61.211,61.447,61.73,62.063,62.446,62.869,63.319,63.777,64.23,64.671,65.103,65.538,65.985,66.447,66.916,67.38,67.818,68.217,68.566,68.863,69.111,69.321,69.509,69.689,69.87,
MNP,FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNP,NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21978.7743923314,21381.6073308368,21136.8479893792,18764.8119981607,17715.9013635876,16986.9066806715,17189.9313501144,14669.7913014596,14804.2467250931,13571.0582833444,13827.7696967465,14274.2406542056,15278.9078745141,16690.5700968089,22246.7430768136,28305.222587603,23258.6758552794,,
MNP,NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNP,NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNP,NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNP,SH.XPD.GHED.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNP,SI.POV.DDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNP,SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNP,SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNP,SI.SPR.PC40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNP,SI.SPR.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNP,SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNP,SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,55294036.6024478,45886268.1273836,56746936.2195836,118022757.851833,173596742.639969,203495525.249972,231744264.266615,240557217.239554,233365000.206251,187240821.663363,177505720.92385,195318936.152501,344062454.704414,537469866.510394,628447253.962865,671348917.026746,742321151.033547,726979118.825017,824689975.178826,947825068.839433,1159312550.08723,1102663442.62952,1216256985.54241,1524073650.14614,1660542080.42931,2181058182.59662,2265088387.79537,2591541583.2071,2961916696.09886,3353349471.52203,3221260726.78887,2581229792.39729,2183206657.71961,3361066044.40731,3257710292.09573,3887925207.75165,
MOZ,NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.613846127542,187.499993121721,186.2386461593,183.445249770056,183.648985406082,241.647433333043,283.514075806031,313.066104820758,346.575208051121,319.359584782134,296.268341877358,302.545104711289,326.075140257609,383.270164150229,416.809864860393,435.334021996232,482.198630393847,563.649634288657,520.402813451193,471.904202965834,594.586466669704,657.645337819668,664.078211827767,673.969955508106,589.859028149831,428.926487995524,461.415094120589,503.318727177274,503.570772675202,
MOZ,NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.491220092449,308.107879705906,285.586899959856,310.627447883931,324.939628192241,327.522429938859,359.794099501364,396.509995855826,429.868479775417,474.93648723073,478.310653295508,532.549779898156,574.149409669088,606.70718358965,652.795863805118,697.431169260251,766.276802148016,824.482118613337,877.598449106821,914.777387182108,958.937173617005,1023.06563406436,1035.52347870083,1084.98533630544,1139.05303889379,1291.267985931,1363.67436519801,1283.65986980986,1321.15604532904,1338.09666600215,
MOZ,NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,190.0,180.0,210.0,250.0,290.0,330.0,320.0,320.0,290.0,320.0,360.0,400.0,420.0,460.0,500.0,540.0,520.0,540.0,600.0,670.0,690.0,640.0,530.0,470.0,460.0,490.0,
MOZ,NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,270.0,300.0,310.0,310.0,350.0,390.0,420.0,470.0,460.0,510.0,510.0,590.0,640.0,670.0,710.0,780.0,830.0,890.0,930.0,1000.0,1030.0,1080.0,1130.0,1270.0,1330.0,1250.0,1290.0,1310.0,
MOZ,SH.XPD.GHED.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.16903305,45.85497665,36.26544571,34.69359589,31.78746033,33.83922195,28.95491028,29.59887695,28.80910683,25.35751152,23.95810127,25.86808205,24.03585434,24.75364113,27.63558006,27.03023338,22.80374527,21.41061974,21.17101097,,
MOZ,SI.POV.DDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,79.8,,,,,,69.7,,,,,,63.7,,,,,,
MOZ,SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2,,,,,,40.8,,,,,,32.1,,,,,,28.6,,,,,,
MOZ,SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.4,,,,,,54.1,,,,,,54.7,,,,,,46.1,,,,,,
MOZ,SI.SPR.PC40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,SI.SPR.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1081.56462781649,973.391784898707,1029.44598704971,1049.69439212726,1031.4275939651,1115.16041700813,1210.06899710831,1288.28636473434,1396.4593758654,1371.23596128002,1495.98470682142,1591.55473509595,1655.8714408003,1746.06812930237,1819.71568153122,1957.6957350665,2067.21824127357,2174.87329802063,2272.02651906212,2373.77633859926,2501.6299396575,2632.66843108857,2763.02719560721,2908.21616196578,3040.25785732363,3060.02816217384,3074.35796011664,3078.48116187389,3047.54676448904,
MOZ,SP.DYN.LE00.IN,39.439,39.879,40.238,40.508,40.698,40.822,40.904,40.975,41.061,41.178,41.343,41.567,41.836,42.135,42.451,42.759,43.028,43.242,43.391,43.479,43.515,43.521,43.527,43.56,43.637,43.772,43.975,44.235,44.541,44.887,45.261,45.647,46.033,46.41,46.772,47.123,47.47,47.826,48.194,48.572,48.946,49.295,49.61,49.889,50.143,50.387,50.641,50.934,51.292,51.738,52.31,53.043,53.931,54.949,56.062,57.206,58.309,59.309,60.163,60.854,
MRT,FI.RES.TOTL.CD,,,7900000.0,10100000.0,10450000.0,9850000.0,7770000.0,8800000.0,7420000.0,3570000.0,3180000.0,7504576.30064012,13459437.6018234,42243163.0419726,103811969.247284,47725239.4020571,81982579.4999275,50940400.43428,81397329.1030237,117973811.818673,146443450.0,166215879.212123,144182621.074549,110167519.183618,81044026.287093,62846483.831283,52714501.5907673,77375508.7510108,60285159.7896005,87029774.7654217,58538414.6263391,71680834.4791086,65014875.3093762,49051951.4073351,44081264.0472013,89903817.101414,145464313.777623,204088936.486487,52065473.5662578,38617875.0,49402252.9554015,39833320.3715736,74083411.0217224,31821258.3001082,38764016.7291556,70367752.9793491,194495586.06378,207413837.520998,198598074.427061,237857971.083112,287851716.196257,502324710.555567,968635710.793157,997902480.460926,635387343.480939,822269358.346095,848467104.487379,873822720.854327,934291833.830821,1028702420.51919,
MRT,NY.GDP.PCAP.CD,,181.837502747991,182.182700890959,181.092036332536,234.632132000008,258.989691498516,262.310460744234,269.840059679418,288.441801738717,265.165997661493,269.803550863248,283.977720350818,321.714022021075,393.282136409504,474.519940818428,528.618450764264,565.579901873565,566.229903901346,553.759226755311,636.218746478733,680.1878758943,696.817047652566,678.710037545173,692.785693995046,620.760470650619,567.250735278351,648.546205480406,715.337662614198,732.971231872042,731.948005021997,740.736535389412,1021.92691927828,1010.10303067717,840.265509769511,862.275751981844,904.090723533681,898.512783261492,851.426927028888,814.170661445182,775.271711426511,676.567658401327,646.116310979754,639.667122369694,717.90037013724,803.777642111225,970.843644819879,1288.14429739368,1351.45684195751,1558.88974344874,1392.46414374343,1610.92390847611,1879.77142715638,1815.21942921145,1892.09548717758,1677.10816613189,1524.07288252212,1536.85414964338,1578.11417355949,1600.87646860561,1679.44487300408,
MRT,NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2639.02373660095,2705.80679005383,2747.31672329657,2901.90803049768,2800.57019161732,3061.19771601837,3216.24223008999,3061.11649428916,3101.70432501422,3178.81844183414,3041.06791306078,3000.58021766088,3005.94856919685,3183.32039450521,3328.1052683573,3621.09634601411,4290.20024455952,4196.49360702958,4142.72108743544,4058.7396918867,4092.08466949768,4225.56891314372,4262.06484689096,4481.25536398952,4295.04930350073,4200.15567733531,4700.10400463426,5077.19547171931,5165.25670676642,5427.05824167399,
MRT,NY.GNP.PCAP.CD,,,,180.0,230.0,260.0,260.0,270.0,290.0,280.0,290.0,280.0,290.0,340.0,480.0,510.0,540.0,550.0,570.0,640.0,710.0,720.0,670.0,640.0,610.0,580.0,610.0,670.0,740.0,760.0,730.0,810.0,920.0,970.0,870.0,900.0,970.0,870.0,830.0,820.0,730.0,650.0,650.0,710.0,800.0,940.0,1150.0,1230.0,1380.0,1440.0,1500.0,1600.0,1760.0,1850.0,1750.0,1640.0,1510.0,1500.0,1580.0,1660.0,
MRT,NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2560.0,2630.0,2660.0,2790.0,2690.0,2950.0,3250.0,3090.0,3140.0,3230.0,3070.0,2940.0,3100.0,3280.0,3420.0,3700.0,4210.0,4140.0,4120.0,4100.0,4040.0,4120.0,4140.0,4350.0,4130.0,4080.0,4610.0,5000.0,5140.0,5360.0,
MRT,SH.XPD.GHED.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89355087,15.25065041,21.81223869,19.14159966,19.070261,24.07730293,25.01664162,26.55430222,29.45407867,28.24784279,27.74210548,30.30716515,33.88728333,37.75722885,36.1193161,38.62218857,38.92499161,37.87757874,35.87792969,,
MRT,SI.POV.DDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,41.1,,20.6,,,,,20.4,,,,16.9,,,,10.9,,,,,,6.0,,,,,,
MRT,SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3,,,,,,13.7,,6.1,,,,,5.6,,,,4.3,,,,2.8,,,,,,1.4,,,,,,
MRT,SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,46.7,,,,42.0,,,,,,31.0,,,,,,
MRT,SI.SPR.PC40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,SI.SPR.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18104.3617009812,17984.4075709343,18595.3097345653,17538.6770798204,18807.7068132252,19404.5373388558,18082.5438098366,18092.0063871262,18257.6276681431,17007.2099355722,16515.690944058,16386.6030011795,17125.3609014915,17509.3815566817,18553.8521901452,21424.9126219037,20475.9559635072,19905.7063889616,19507.7555014239,19533.5701147576,19857.6916859374,20242.5595719069,20476.067220264,20711.2400910875,21175.9630051257,20840.7758261818,20944.2737233666,20667.2622072079,21206.2477067994,
MRT,SP.DYN.LE00.IN,44.432,45.132,45.834,46.531,47.214,47.868,48.476,49.032,49.536,49.99,50.404,50.788,51.16,51.539,51.935,52.358,52.817,53.306,53.82,54.357,54.913,55.486,56.066,56.643,57.204,57.735,58.226,58.671,59.065,59.405,59.688,59.914,60.092,60.231,60.341,60.426,60.493,60.545,60.593,60.643,60.706,60.788,60.892,61.018,61.17,61.349,61.552,61.776,62.015,62.266,62.527,62.799,63.079,63.366,63.654,63.936,64.208,64.464,64.704,64.925,
MUS,FI.RES.TOTL.CD,17120000.0,18340000.0,18550000.0,19370000.0,19090000.0,19950000.0,19280000.0,13280000.0,16340000.0,33050000.0,46190000.0,51697737.3737341,70118316.0638601,66825994.3443947,131073692.643376,165977215.01422,89513781.7726107,67871962.2331011,53255929.1984035,48428425.9630057,112825200.0,50005948.3279326,55135753.7479028,32229095.5976597,35170100.9569767,42240120.913884,150724974.417086,361672163.26292,463213985.304195,542375455.223014,761194246.136063,914948850.986053,840552500.528587,781068454.157873,771186075.474994,887180814.047996,918954281.684018,711321496.656723,576760518.609151,748884129.784471,914366133.679955,852678482.51268,1248516028.91042,1603024427.16079,1632941132.54706,1371551307.82123,1308850537.14132,1831736327.40601,1796126154.22182,2315555503.10442,2618620802.5817,2775245692.87377,3053007539.14535,3490767903.76468,3920880590.24131,4259691508.3633,4962069842.12085,5984338261.63058,6353096296.20215,7362471785.78251,
